Brand=["Mekhala"],Reporting Range=["Monthly"],Select year=["2023"],Select month=["September"]
"Search Query","Search Query Score","Search Query Volume","Impressions: Total Count","Impressions: Brand Count","Impressions: Brand Share %","Clicks: Total Count","Clicks: Click Rate %","Clicks: Brand Count","Clicks: Brand Share %","Clicks: Price (Median)","Clicks: Brand Price (Median)","Clicks: Same Day Shipping Speed","Clicks: 1D Shipping Speed","Clicks: 2D Shipping Speed","Cart Adds: Total Count","Cart Adds: Cart Add Rate %","Cart Adds: Brand Count","Cart Adds: Brand Share %","Cart Adds: Price (Median)","Cart Adds: Brand Price (Median)","Cart Adds: Same Day Shipping Speed","Cart Adds: 1D Shipping Speed","Cart Adds: 2D Shipping Speed","Purchases: Total Count","Purchases: Purchase Rate %","Purchases: Brand Count","Purchases: Brand Share %","Purchases: Price (Median)","Purchases: Brand Price (Median)","Purchases: Same Day Shipping Speed","Purchases: 1D Shipping Speed","Purchases: 2D Shipping Speed","Reporting Date"
"thai basil fresh","355","620","13235","382","2.89","266","42.9","6","2.26","2.99","6.99","1","10","10","182","29.35","3","1.65","2.99","6.99","1","7","3","74","11.94","0","0.0","2.99",,"0","4","2","2023-09-30"
"scallion oil","138","569","14373","361","2.51","175","30.76","24","13.71","15.36","7.99","9","59","59","73","12.83","7","9.59","13.09","7.99","2","27","29","10","1.76","1","10.0","17.06","7.99","1","5","4","2023-09-30"
"yellow beets","457","334","7049","95","1.35","86","25.75","1","1.16","3.99","6.49","0","11","6","55","16.47","1","1.82","3.49","6.49","0","4","2","29","8.68","1","3.45","3.49","6.49","0","2","0","2023-09-30"
"zucchini","29","83987","1770955","19130","1.08","49283","58.68","16","0.03","1.59","6.49","21","69","56","41030","48.85","7","0.02","1.59","6.49","9","21","11","22801","27.15","4","0.02","1.99","6.49","2","8","3","2023-09-30"
"green curry paste organic","36","93","2157","130","6.03","48","51.61","31","64.58","6.99","6.49","2","6","3","38","40.86","27","71.05","6.99","6.99","1","5","2","18","19.35","14","77.78","6.49","6.49","0","0","0","2023-09-30"
"indian cooking sauces","363","71","2178","69","3.17","24","33.8","2","8.33","14.99","7.99","0","7","2","6","8.45","2","33.33","9.99","7.99","0","1","0","3","4.23","1","33.33","22.5","22.5","0","1","0","2023-09-30"
"thai curry red","551","17","497","18","3.62","6","35.29","1","16.67","6.49","6.49","0","1","1","4","23.53","1","25.0","6.49","6.49","0","0","0","2","11.76","1","50.0","6.49","6.49","0","0","0","2023-09-30"
"garlic chili paste","394","3226","77822","275","0.35","891","27.62","1","0.11","11.99","6.49","37","208","215","286","8.87","1","0.35","8.88","6.49","14","91","97","132","4.09","1","0.76","8.88","6.49","9","46","46","2023-09-30"
"paste","184","3483","85652","819","0.96","426","12.23","7","1.64","6.49","6.49","23","78","61","266","7.64","3","1.13","3.69","6.49","12","32","25","104","2.99","1","0.96","2.79","6.49","7","16","8","2023-09-30"
"scallions","58","31208","671911","6869","1.02","21609","69.24","6","0.03","1.29","6.49","6","66","58","20208","64.75","4","0.02","1.19","6.49","4","23","18","10949","35.08","2","0.02","1.19","6.49","3","10","7","2023-09-30"
"organic curry sauce","140","108","2816","183","6.5","61","56.48","10","16.39","7.99","7.99","0","17","21","19","17.59","4","21.05","7.49","7.39","0","4","5","8","7.41","3","37.5","6.99","7.39","0","1","0","2023-09-30"
"panang curry","284","1015","25166","325","1.29","473","46.6","4","0.85","9.99","6.49","13","131","127","229","22.56","2","0.87","9.86","6.49","7","66","58","110","10.84","1","0.91","9.86","6.49","3","36","26","2023-09-30"
"beef bouillon","781","9144","216205","337","0.16","4017","43.93","2","0.05","7.22","7.29","151","766","796","2394","26.18","1","0.04","6.26","7.39","83","381","377","1005","10.99","0","0.0","6.36",,"37","152","154","2023-09-30"
"mikes organic curry love tikka masala","503","6","267","10","3.75","8","133.33","2","25.0","8.99","7.99","0","1","5","2","33.33","1","50.0","7.99","7.99","0","0","2","1","16.67","1","100.0","7.99","7.99","0","0","1","2023-09-30"
"organic squash","906","2929","60079","404","0.67","1342","45.82","1","0.07","4.39","6.49","2","6","7","1062","36.26","0","0.0","4.29",,"0","2","3","491","16.76","0","0.0","4.38",,"0","0","2","2023-09-30"
"hummus","748","153846","3414107","705","0.02","74930","48.7","2","0.0","4.19","6.49","51","440","365","62450","40.59","0","0.0","3.99",,"16","97","85","31701","20.61","0","0.0","3.99",,"5","37","34","2023-09-30"
"thai curry paste variety pack","496","33","1210","50","4.13","15","45.45","1","6.67","19.2","24.95","1","4","8","6","18.18","1","16.67","17.95","24.95","0","1","5","6","18.18","1","16.67","17.95","24.95","0","1","5","2023-09-30"
"mekhala yellow curry","726","8","127","25","19.69","4","50.0","3","75.0","7.39","7.39","1","0","3","3","37.5","3","100.0","7.39","7.39","1","0","2","0","0.0","0",,,,"0","0","0","2023-09-30"
"ramen flavoring","994","288","6903","66","0.96","115","39.93","1","0.87","14.99","6.49","4","47","34","38","13.19","1","2.63","14.99","6.49","3","19","8","17","5.9","0","0.0","14.99",,"1","8","4","2023-09-30"
"green curry paste vegan","174","26","634","73","11.51","11","42.31","5","45.45","7.86","7.29","1","4","4","6","23.08","4","66.67","7.29","7.29","0","2","2","3","11.54","2","66.67","6.5","6.49","0","1","0","2023-09-30"
"gluten free sauces and marinades","192","317","6706","168","2.51","134","42.27","3","2.24","14.99","7.99","2","38","30","58","18.3","3","5.17","9.99","7.99","1","17","14","23","7.26","2","8.7","9.99","7.99","1","6","5","2023-09-30"
"oysters","168","14222","310902","874","0.28","3531","24.83","2","0.06","19.71","6.49","171","882","738","1387","9.75","2","0.14","10.99","6.49","65","296","237","503","3.54","2","0.4","11.49","6.49","41","123","85","2023-09-30"
"organic laksa paste","800","7","187","26","13.9","3","42.86","2","66.67","7.89","7.89","0","1","1","2","28.57","2","100.0","7.89","7.89","0","1","1","0","0.0","0",,,,"0","0","0","2023-09-30"
"biryani paste","775","144","3994","96","2.4","66","45.83","2","3.03","9.99","7.99","1","15","18","22","15.28","2","9.09","9.99","7.99","1","6","4","9","6.25","0","0.0","9.99",,"0","1","3","2023-09-30"
"pho broth bomb","599","21","383","6","1.57","5","23.81","1","20.0","6.49","6.49","0","1","0","2","9.52","1","50.0","4.49","6.49","0","0","0","1","4.76","1","100.0","6.49","6.49","0","0","0","2023-09-30"
"ginger green onion sauce","254","12","268","11","4.1","3","25.0","2","66.67","7.99","7.99","0","0","1","2","16.67","2","100.0","7.99","7.99","0","0","1","2","16.67","2","100.0","7.99","7.99","0","0","1","2023-09-30"
"yellow curry paste","3","4919","119840","8966","7.48","2764","56.19","540","19.54","7.99","7.39","91","1071","869","1557","31.65","353","22.67","7.99","7.39","55","662","465","783","15.92","155","19.8","7.99","7.99","31","350","226","2023-09-30"
"lemon grass canned","512","8","217","5","2.3","2","25.0","2","100.0","7.99","7.99","0","0","0","1","12.5","1","100.0","7.99","7.99","0","0","0","1","12.5","1","100.0","7.99","7.99","0","0","0","2023-09-30"
"organic zucchini fresh","154","5920","126429","2598","2.05","3437","58.06","5","0.15","2.69","6.49","0","5","0","2764","46.69","2","0.07","2.59","6.49","0","1","0","1572","26.55","0","0.0","2.81",,"0","1","0","2023-09-30"
"japanese purple sweet potatoes","736","2639","59440","265","0.45","1229","46.57","2","0.16","16.7","6.49","5","81","140","345","13.07","2","0.58","16.7","6.49","1","13","31","108","4.09","0","0.0","16.7",,"0","5","7","2023-09-30"
"asian food products","301","825","18904","355","1.88","152","18.42","6","3.95","14.99","6.49","10","61","47","46","5.58","1","2.17","11.84","6.49","4","20","14","6","0.73","1","16.67","7.99","7.99","0","3","1","2023-09-30"
"hot sauce","949","163360","3818351","103","0.0","51460","31.5","1","0.0","9.94","6.49","2740","12806","10901","25983","15.91","1","0.0","5.79","6.49","1297","5228","4055","10200","6.24","0","0.0","5.79",,"584","2329","1525","2023-09-30"
"vindaloo curry paste","303","63","1535","79","5.15","32","50.79","6","18.75","9.0","7.89","0","13","12","11","17.46","2","18.18","8.99","7.89","0","6","4","5","7.94","1","20.0","8.99","7.89","0","3","1","2023-09-30"
"organic turmeric","833","5671","141184","244","0.17","2927","51.61","2","0.07","13.99","6.49","278","1090","762","1310","23.1","1","0.08","9.99","6.49","125","438","290","595","10.49","0","0.0","9.99",,"53","210","132","2023-09-30"
"tikka masala paste","71","426","10428","428","4.1","236","55.4","27","11.44","8.82","7.99","4","117","75","101","23.71","12","11.88","8.6","7.99","1","46","34","36","8.45","5","13.89","8.56","7.99","1","23","5","2023-09-30"
"red lentils","909","16054","411255","435","0.11","9110","56.75","0","0.0","3.96",,"344","1833","1577","6534","40.7","0","0.0","3.96",,"254","1262","956","3029","18.87","0","0.0","3.96",,"132","633","444","2023-09-30"
"rendon paste","796","7","127","7","5.51","6","85.71","3","50.0","8.1","18.9","0","4","1","2","28.57","2","100.0","7.89","7.89","0","1","1","0","0.0","0",,,,"0","0","0","2023-09-30"
"organic turmeric powder","429","12961","319946","138","0.04","8046","62.08","1","0.01","9.99","6.49","793","3408","2410","4274","32.98","1","0.02","9.89","6.49","487","1850","1240","1728","13.33","1","0.06","9.99","6.49","219","800","486","2023-09-30"
"curry paste green","83","54","1241","67","5.4","35","64.81","11","31.43","6.49","6.49","4","13","5","28","51.85","11","39.29","6.49","6.49","2","10","4","16","29.63","5","31.25","6.43","7.39","1","8","2","2023-09-30"
"red thai paste","149","52","1168","44","3.77","25","48.08","10","40.0","6.49","6.49","2","5","4","16","30.77","6","37.5","6.49","6.49","2","2","1","3","5.77","2","66.67","6.99","6.49","0","1","0","2023-09-30"
"tom yum paste paleo","655","2","38","2","5.26","2","100.0","1","50.0","6.99","6.99","0","2","0","1","50.0","1","100.0","6.99","6.99","0","1","0","1","50.0","1","100.0","7.99","7.99","0","1","0","2023-09-30"
"miso master organic","895","183","3788","124","3.27","96","52.46","2","2.08","10.79","7.29","0","4","3","44","24.04","1","2.27","10.49","7.29","0","1","1","11","6.01","0","0.0","11.99",,"0","1","0","2023-09-30"
"ty red curry paste","647","3","57","3","5.26","1","33.33","1","100.0","7.99","7.99","0","0","1","1","33.33","1","100.0","7.99","7.99","0","0","1","1","33.33","1","100.0","7.99","7.99","0","0","1","2023-09-30"
"mango chutney","338","6760","183782","402","0.22","3005","44.45","1","0.03","9.55","6.49","51","505","777","1401","20.72","1","0.07","8.5","6.49","29","230","331","683","10.1","1","0.15","8.99","6.49","11","146","171","2023-09-30"
"organic radishes fresh","226","301","5861","198","3.38","195","64.78","2","1.03","2.49","6.49","0","0","0","185","61.46","2","1.08","2.49","6.49","0","0","0","121","40.2","2","1.65","2.49","6.49","0","0","0","2023-09-30"
"maesri tom yum paste","326","46","1432","106","7.4","28","60.87","3","10.71","9.59","6.49","1","11","13","19","41.3","2","10.53","9.59","6.49","1","7","10","6","13.04","1","16.67","9.59","7.99","0","3","3","2023-09-30"
"organic tom yum","749","11","247","41","16.6","9","81.82","6","66.67","7.99","7.99","1","2","3","4","36.36","2","50.0","3.99","6.49","0","1","0","0","0.0","0",,,,"0","0","0","2023-09-30"
"thai chilli paste","398","178","4579","108","2.36","139","78.09","5","3.6","9.99","7.89","6","43","50","29","16.29","1","3.45","8.77","7.29","2","7","10","10","5.62","1","10.0","8.35","7.29","1","5","1","2023-09-30"
"ginger pastr","604","9","211","5","2.37","4","44.44","1","25.0","7.99","7.99","0","0","3","2","22.22","1","50.0","4.99","7.99","0","0","1","1","11.11","1","100.0","7.99","7.99","0","0","1","2023-09-30"
"milk oil feee","636","4","57","3","5.26","2","50.0","1","50.0","4.79","6.49","0","0","0","2","50.0","1","50.0","4.79","6.49","0","0","0","2","50.0","1","50.0","4.79","6.49","0","0","0","2023-09-30"
"marion's kitchen sauces and marinades","336","221","5126","110","2.15","27","12.22","2","7.41","11.15","7.99","2","5","3","10","4.52","2","20.0","8.29","7.99","1","1","1","4","1.81","1","25.0","8.95","7.99","0","0","0","2023-09-30"
"mekhala green curry","197","6","138","18","13.04","6","100.0","6","100.0","7.29","7.29","0","2","0","3","50.0","3","100.0","7.29","7.29","0","1","0","2","33.33","2","100.0","7.29","7.29","0","1","0","2023-09-30"
"star anise","447","23030","582727","738","0.13","11856","51.48","3","0.03","8.24","6.99","395","4238","4092","7791","33.83","1","0.01","7.99","6.49","264","2921","2643","2863","12.43","0","0.0","7.99",,"100","1256","887","2023-09-30"
"thai red curry sauce","334","200","5065","125","2.47","72","36.0","2","2.78","9.8","6.49","1","16","16","28","14.0","2","7.14","7.99","6.49","0","4","3","10","5.0","1","10.0","9.99","7.99","0","4","1","2023-09-30"
"vegetarian tom yum paste","392","38","957","78","8.15","25","65.79","5","20.0","9.99","6.49","4","13","5","14","36.84","4","28.57","11.44","6.49","2","7","4","8","21.05","0","0.0","11.44",,"1","3","4","2023-09-30"
"purple sweet potatoes","830","44556","949754","286","0.03","19041","42.73","1","0.01","16.69","6.49","37","927","1387","7884","17.69","1","0.01","14.95","6.49","17","236","330","2732","6.13","0","0.0","5.68",,"2","69","86","2023-09-30"
"maesri curry paste","901","1633","42032","410","0.98","957","58.6","1","0.1","9.99","6.49","19","332","351","489","29.94","0","0.0","10.67",,"15","176","174","210","12.86","0","0.0","10.99",,"7","74","74","2023-09-30"
"organic thai yellow curry powder","642","2","38","3","7.89","1","50.0","1","100.0","7.39","7.39","0","0","0","1","50.0","1","100.0","7.39","7.39","0","0","0","1","50.0","1","100.0","7.99","7.99","0","0","0","2023-09-30"
"red chili paste","77","1232","30190","483","1.6","478","38.8","16","3.35","6.49","6.49","38","130","99","271","22.0","9","3.32","5.19","6.49","24","77","54","120","9.74","6","5.0","4.08","6.49","9","40","22","2023-09-30"
"vegan asian sauce","759","79","1887","88","4.66","47","59.49","4","8.51","9.99","7.99","3","18","8","12","15.19","2","16.67","7.99","7.99","0","3","3","3","3.8","0","0.0","5.29",,"0","0","0","2023-09-30"
"vegan chicken","956","12517","265478","98","0.04","4681","37.4","1","0.02","6.79","7.39","10","105","127","2893","23.11","1","0.03","6.49","7.39","3","43","36","1165","9.31","0","0.0","6.39",,"2","9","9","2023-09-30"
"fly by jing","757","9526","232790","427","0.18","5152","54.08","2","0.04","11.99","6.39","375","1766","1282","2712","28.47","1","0.04","11.99","6.39","228","938","655","1092","11.46","0","0.0","11.99",,"105","420","249","2023-09-30"
"shrimp","290","150295","3008686","1258","0.04","57485","38.25","3","0.01","9.99","6.49","40","137","128","40654","27.05","1","0.0","9.29","7.39","18","45","34","15719","10.46","0","0.0","10.99",,"3","10","7","2023-09-30"
"curry paste gluten free","867","13","417","47","11.27","6","46.15","5","83.33","7.99","19.2","1","0","2","2","15.38","1","50.0","3.98","24.21","0","0","2","1","7.69","0","0.0","3.98",,"0","0","1","2023-09-30"
"tom yum paste thai","62","243","6547","449","6.86","137","56.38","30","21.9","7.99","7.99","9","41","59","57","23.46","16","28.07","7.99","7.99","5","24","16","20","8.23","5","25.0","7.99","7.99","1","10","4","2023-09-30"
"organic cilantro fresh bunch","121","1776","35256","828","2.35","1205","67.85","4","0.33","1.89","6.49","0","0","0","1144","64.41","4","0.35","1.89","6.49","0","0","0","695","39.13","3","0.43","1.59","6.49","0","0","0","2023-09-30"
"tom yam","304","44","1139","47","4.13","18","40.91","5","27.78","7.89","7.39","0","5","6","11","25.0","5","45.45","7.29","7.39","0","5","3","2","4.55","0","0.0","6.5",,"0","0","2","2023-09-30"
"fresh basil","919","7947","182145","422","0.23","4086","51.42","0","0.0","2.99",,"10","41","43","3363","42.32","0","0.0","2.99",,"5","9","10","1655","20.83","0","0.0","2.99",,"3","3","3","2023-09-30"
"organic lemongrass","187","223","5458","191","3.5","111","49.78","4","3.6","12.99","6.49","5","37","30","59","26.46","3","5.08","12.99","6.49","2","22","14","24","10.76","2","8.33","14.87","6.49","0","10","6","2023-09-30"
"organic thai red curry paste","81","28","826","63","7.63","21","75.0","13","61.9","6.49","6.49","0","10","3","13","46.43","9","69.23","6.49","6.49","0","6","1","8","28.57","6","75.0","6.49","6.49","0","4","1","2023-09-30"
"panang curry paste","54","3911","100002","1482","1.48","2223","56.84","29","1.3","6.5","6.49","63","659","933","1287","32.91","16","1.24","5.49","6.49","42","378","539","648","16.57","5","0.77","5.49","6.49","24","203","267","2023-09-30"
"ny shuk","450","245","4793","70","1.46","115","46.94","2","1.74","10.79","6.49","0","17","26","46","18.78","1","2.17","9.99","6.49","0","9","13","31","12.65","1","3.23","9.44","6.49","0","6","7","2023-09-30"
"tom kha paste","286","452","11759","384","3.27","264","58.41","7","2.65","6.99","6.49","3","74","93","137","30.31","4","2.92","6.99","6.49","0","48","46","46","10.18","0","0.0","6.95",,"0","18","18","2023-09-30"
"tom yum soup base","66","1535","36887","996","2.7","802","52.25","18","2.24","9.59","7.99","35","284","277","320","20.85","10","3.13","9.59","7.39","20","112","91","130","8.47","6","4.62","9.59","6.99","7","50","33","2023-09-30"
"canned pumpkin","283","27614","680463","662","0.1","12446","45.07","2","0.02","3.29","6.49","1038","2854","1756","6557","23.75","1","0.02","3.18","6.49","545","1228","654","3216","11.65","1","0.03","3.18","6.49","345","719","341","2023-09-30"
"chili powder","914","40423","1016671","388","0.04","22286","55.13","1","0.0","4.77","6.49","1793","5551","3758","16605","41.08","0","0.0","4.77",,"1369","3760","2406","8226","20.35","0","0.0","4.77",,"762","2016","1195","2023-09-30"
"lemon gress","675","10","207","1","0.48","6","60.0","1","16.67","5.49","6.99","0","0","3","5","50.0","1","20.0","5.49","6.99","0","0","2","2","20.0","1","50.0","1.89","6.99","0","0","0","2023-09-30"
"organic gochujang korean chili paste","188","41","1110","33","2.97","25","60.98","8","32.0","7.99","7.99","2","10","6","9","21.95","3","33.33","8.49","7.99","1","4","3","3","7.32","2","66.67","7.99","7.99","1","2","0","2023-09-30"
"asian cooking","825","1527","33974","513","1.51","292","19.12","2","0.68","18.99","6.49","5","91","116","109","7.14","0","0.0","16.97",,"4","36","41","20","1.31","0","0.0","5.99",,"1","6","2","2023-09-30"
"cambodian spices","809","15","342","15","4.39","5","33.33","2","40.0","8.49","6.49","0","3","1","2","13.33","2","100.0","6.49","6.49","0","2","0","0","0.0","0",,,,"0","0","0","2023-09-30"
"tom yam paste","461","27","840","55","6.55","12","44.44","2","16.67","8.99","6.99","0","9","2","6","22.22","1","16.67","6.99","6.99","0","4","1","5","18.52","1","20.0","7.99","7.99","0","3","1","2023-09-30"
"curry thai","786","96","2147","64","2.98","42","43.75","2","4.76","6.49","6.49","5","15","6","18","18.75","2","11.11","6.49","6.49","3","5","2","5","5.21","0","0.0","8.08",,"0","1","1","2023-09-30"
"마라탕 소스","863","164","2894","131","4.53","82","50.0","3","3.66","17.75","7.99","2","11","14","16","9.76","1","6.25","9.99","7.99","1","3","3","1","0.61","0","0.0","9.99",,"1","0","0","2023-09-30"
